1,ACMAR,1
2,ADAMSVILLE,1
3,ADGER,1
4,KEYSTONE,1
5,NEW SITE,1
6,ALPINE,1
7,ARAB,1
8,BAILEYTON,1
9,BESSEMER,1
10,HUEYTOWN,1
11,BLOUNTSVILLE,1
12,BREMEN,1
13,BRENT,1
14,BRIERFIELD,1
15,BROOKSIDE,1
16,CALERA,1
17,CENTREVILLE,1
18,CHELSEA,1
19,COOSA PINES,1
20,CLANTON,1
21,CLEVELAND,1
22,COLUMBIANA,1
23,COOK SPRINGS,1
24,CRANE HILL,1
25,CROPWELL,1
26,CULLMAN,1
27,DOCENA,1
28,DOLOMITE,1
29,DORA,1
30,EMPIRE,1
31,FAIRFIELD,1
32,COALBURG,1
33,GARDEN CITY,1
34,GARDENDALE,1
35,GOODWATER,1
36,ALDEN,1
37,GREEN POND,1
38,HANCEVILLE,1
39,HARPERSVILLE,1
40,HAYDEN,1
41,HELENA,1
42,HOLLINS,1
43,HOLLY POND,1
44,JEMISON,1
45,JOPPA,1
46,KELLYTON,1
47,KIMBERLY,1
48,LEEDS,1
49,LINCOLN,1
50,LOCUST FORK,1
51,LOGAN,1
52,MC CALLA,1
53,MARGARET,1
54,MAYLENE,1
55,MONTEVALLO,1
56,MORRIS,1
57,MOUNT OLIVE,1
58,SYLVAN SPRINGS,1
59,NEW CASTLE,1
60,ODENVILLE,1
61,ONEONTA,1
62,INDIAN SPRINGS,1
63,PELL CITY,1
64,DIXIANA,1
65,PLEASANT GROVE,1
66,QUINTON,1
67,RAGLAND,1
68,REMLAP,1
69,RIVERSIDE,1
70,ROCKFORD,1
71,SAYRE,1
72,SHELBY,1
73,SPRINGVILLE,1
74,STERRETT,1
75,SUMITON,1
76,SYCAMORE,1
77,SYLACAUGA,1
78,TALLADEGA,1
79,THORSBY,1
80,TRAFFORD,1
81,TRUSSVILLE,1
82,UNION GROVE,1
83,VANDIVER,1
84,VINCENT,1
85,VINEMONT,1
86,WARRIOR,1
87,WEOGUFKA,1
88,WEST BLOCTON,1
89,WILSONVILLE,1
90,WOODSTOCK,1
91,BIRMINGHAM,1
92,HOMEWOOD,1
93,IRONDALE,1
94,CRESTLINE HEIGHT,1
95,CENTER POINT,1
96,VESTAVIA HILLS,1
97,MOUNTAIN BROOK,1
98,BLUFF PARK,1
99,MIDFIELD,1
100,SHOAL CREEK,1
101,CAHABA HEIGHTS,1
102,HOOVER,1
103,TUSCALOOSA,1
104,HOLT,1
105,STEWART,1
106,ALICEVILLE,1
107,BOLIGEE,1
108,BROOKWOOD,1
109,BUHL,1
110,CARROLLTON,1
111,COKER,1
112,COTTONDALE,1
113,DUNCANVILLE,1
114,ECHOLA,1
115,ELROD,1
116,EMELLE,1
117,EPES,1
118,ETHELSVILLE,1
119,EUTAW,1
120,FOSTERS,1
121,GAINESVILLE,1
122,GORDO,1
123,KNOXVILLE,1
124,COATOPA,1
125,MC SHAN,1
126,CYPRESS,1
127,NORTHPORT,1
128,PANOLA,1
129,RALPH,1
130,REFORM,1
131,VANCE,1
132,JASPER,1
133,ADDISON,1
134,ARLEY,1
135,BANKSTON,1
136,BEAR CREEK,1
137,BEAVERTON,1
138,BELK,1
139,BERRY,1
140,BRILLIANT,1
141,CARBON HILL,1
142,CORDOVA,1
143,DETROIT,1
144,DOUBLE SPRINGS,1
145,ELDRIDGE,1
146,FAYETTE,1
147,GLEN ALLEN,1
148,GUIN,1
149,HACKLEBURG,1
150,HALEYVILLE,1
151,HAMILTON,1
152,HODGES,1
153,HOUSTON,1
154,KENNEDY,1
155,LYNN,1
156,MILLPORT,1
157,NAUVOO,1
158,OAKMAN,1
159,PARRISH,1
160,PHIL CAMPBELL,1
161,RED BAY,1
162,SIPSEY,1
163,SPRUCE PINE,1
164,SULLIGENT,1
165,TOWNLEY,1
166,VERNON,1
167,VINA,1
168,WINFIELD,1
169,DECATUR,1
170,ANDERSON,1
171,ATHENS,1
172,CHEROKEE,1
173,COURTLAND,1
174,DANVILLE,1
175,ELKMONT,1
176,EVA,1
177,FALKVILLE,1
178,FLORENCE,1
179,HARTSELLE,1
180,HILLSBORO,1
181,KILLEN,1
182,LEIGHTON,1
183,LESTER,1
184,LEXINGTON,1
185,MOORESVILLE,1
186,MOULTON,1
187,MOUNT HOPE,1
188,ROGERSVILLE,1
189,RUSSELLVILLE,1
190,SHEFFIELD,1
191,MUSCLE SHOALS,1
192,SOMERVILLE,1
193,TANNER,1
194,TOWN CREEK,1
195,TRINITY,1
196,TUSCUMBIA,1
197,WATERLOO,1
198,ARDMORE,1
199,BRIDGEPORT,1
200,BROWNSBORO,1
201,CAPSHAW,1
202,DUTTON,1
203,ESTILLFORK,1
204,FACKLER,1
205,GRANT,1
206,GURLEY,1
207,HARVEST,1
208,HAZEL GREEN,1
209,HOLLYTREE,1
210,HOLLYWOOD,1
211,LACEYS SPRING,1
212,LANGSTON,1
213,TRIANA,1
214,MERIDIANVILLE,1
215,NEW HOPE,1
216,NEW MARKET,1
217,BIG COVE,1
218,PAINT ROCK,1
219,PISGAH,1
220,PRINCETON,1
221,HYTOP,1
222,SECTION,1
223,STEVENSON,1
224,TONEY,1
225,TRENTON,1
226,VALHERMOSO SPRIN,1
227,WOODVILLE,1
228,HUNTSVILLE,1
229,SOUTHSIDE,1
230,HOKES BLUFF,1
231,GADSDEN,1
232,GLENCOE,1
233,RAINBOW CITY,1
234,ALBERTVILLE,1
235,SNEAD,1
236,ASHVILLE,1
237,ATTALLA,1
238,BOAZ,1
239,BRYANT,1
240,CEDAR BLUFF,1
241,CENTRE,1
242,COLLINSVILLE,1
243,CROSSVILLE,1
244,DAWSON,1
245,FLAT ROCK,1
246,FORT PAYNE,1
247,FYFFE,1
248,GALLANT,1
249,GAYLESVILLE,1
250,GERALDINE,1
251,GROVEOAK,1
252,GUNTERSVILLE,1
253,HENAGAR,1
254,HIGDON,1
255,HORTON,1
256,IDER,1
257,LEESBURG,1
258,MENTONE,1
259,RAINSVILLE,1
260,STEELE,1
261,SYLVANIA,1
262,VALLEY HEAD,1
263,WALNUT GROVE,1
264,AUTAUGAVILLE,1
265,BANKS,1
266,BILLINGSLEY,1
267,BRANTLEY,1
268,BRUNDIDGE,1
269,CECIL,1
270,CLAYTON,1
271,CLIO,1
272,COOSADA,1
273,DEATSVILLE,1
274,ECLECTIC,1
275,ELMORE,1
276,EQUALITY,1
277,EUFAULA,1
278,DOZIER,1
279,FITZPATRICK,1
280,FOREST HOME,1
281,FORT DAVIS,1
282,FORT DEPOSIT,1
283,GEORGIANA,1
284,GLENWOOD,1
285,GOSHEN,1
286,GRADY,1
287,GREENVILLE,1
288,HARDAWAY,1
289,HAYNEVILLE,1
290,HIGHLAND HOME,1
291,HONORAVILLE,1
292,HOPE HULL,1
293,LAPINE,1
294,LETOHATCHEE,1
295,LOUISVILLE,1
296,LUVERNE,1
297,MARBURY,1
298,MATHEWS,1
299,MIDWAY,1
300,MILLBROOK,1
301,PIKE ROAD,1
302,PINE LEVEL,1
303,PRATTVILLE,1
304,RAMER,1
305,RUTLEDGE,1
306,SHORTER,1
307,TALLASSEE,1
308,TITUS,1
309,TROY,1
310,TUSKEGEE,1
311,TUSKEGEE INSTITU,1
312,UNION SPRINGS,1
313,VERBENA,1
314,WETUMPKA,1
315,MONTGOMERY,1
316,MAXWELL A F B,1
317,GUNTER AFS,1
318,ANNISTON,1
319,OXFORD,1
320,FORT MC CLELLAN,1
321,ALEXANDRIA,1
322,ASHLAND,1
323,CRAGFORD,1
324,DAVISTON,1
325,DELTA,1
326,EASTABOGA,1
327,FRUITHURST,1
328,GRAHAM,1
329,HEFLIN,1
330,JACKSONVILLE,1
331,LINEVILLE,1
332,MILLERVILLE,1
333,MUNFORD,1
334,MUSCADINE,1
335,NEWELL,1
336,OHATCHEE,1
337,PIEDMONT,1
338,RANBURNE,1
339,ROCK MILLS,1
340,WADLEY,1
341,WEAVER,1
342,WEDOWEE,1
343,WELLINGTON,1
344,WOODLAND,1
345,TAYLOR,1
346,NAPIER FIELD,1
347,ABBEVILLE,1
348,ARITON,1
349,ASHFORD,1
350,BELLWOOD,1
351,BLACK,1
352,CHANCELLOR,1
353,CLOPTON,1
354,COFFEE SPRINGS,1
355,COLUMBIA,1
356,COTTONWOOD,1
357,DALEVILLE,1
358,ELBA,1
359,ENTERPRISE,1
360,GENEVA,1
361,GORDON,1
362,HARTFORD,1
363,HEADLAND,1
364,JACK,1
365,MIDLAND CITY,1
366,NEW BROCKTON,1
367,NEWTON,1
368,NEWVILLE,1
369,OZARK,1
370,FORT RUCKER,1
371,PANSEY,1
372,PINCKARD,1
373,SHORTERVILLE,1
374,SKIPPERVILLE,1
375,SLOCOMB,1
376,WEBB,1
377,EVERGREEN,1
378,ANDALUSIA,1
379,BEATRICE,1
380,EAST BREWTON,1
381,CASTLEBERRY,1
382,COY,1
383,DICKINSON,1
384,FLOMATON,1
385,FLORALA,1
386,FRANKLIN,1
387,FRISCO CITY,1
388,FULTON,1
389,GROVE HILL,1
390,KINSTON,1
391,LOCKHART,1
392,MC KENZIE,1
393,MONROEVILLE,1
394,OPP,1
395,PERDUE HILL,1
396,PETERMAN,1
397,RANGE,1
398,RED LEVEL,1
399,REPTON,1
400,RIVER FALLS,1
401,SAMSON,1
402,URIAH,1
403,VREDENBURGH,1
404,WHATLEY,1
405,WING,1
406,ALMA,1
407,ATMORE,1
408,AXIS,1
409,BAY MINETTE,1
410,BAYOU LA BATRE,1
411,BON SECOUR,1
412,CALVERT,1
413,CARLTON,1
414,CHATOM,1
415,CHUNCHULA,1
416,CITRONELLE,1
417,CODEN,1
418,COFFEEVILLE,1
419,CREOLA,1
420,DAPHNE,1
421,SPANISH FORT,1
422,DAUPHIN ISLAND,1
423,DEER PARK,1
424,ELBERTA,1
425,FAIRHOPE,1
426,FOLEY,1
427,FRANKVILLE,1
428,FRUITDALE,1
429,GAINESTOWN,1
430,GRAND BAY,1
431,FORT MORGAN,1
432,IRVINGTON,1
433,JACKSON,1
434,LEROY,1
435,LILLIAN,1
436,LITTLE RIVER,1
437,LOXLEY,1
438,MC INTOSH,1
439,MALCOLM,1
440,MILLRY,1
441,MONTROSE,1
442,MOUNT VERNON,1
443,ORANGE BEACH,1
444,PERDIDO,1
445,POINT CLEAR,1
446,ROBERTSDALE,1
447,SAINT STEPHENS,1
448,SALITPA,1
449,SARALAND,1
450,SATSUMA,1
451,SEMINOLE,1
452,SEMMES,1
453,SILVERHILL,1
454,STAPLETON,1
455,STOCKTON,1
456,SUMMERDALE,1
457,SUNFLOWER,1
458,THEODORE,1
459,TIBBIE,1
460,VINEGAR BEND,1
461,WAGARVILLE,1
462,WILMER,1
463,MOBILE,1
464,PRICHARD,1
465,CHICKASAW,1
466,EIGHT MILE,1
467,SELMA,1
468,ALBERTA,1
469,ARLINGTON,1
470,BOYKIN,1
471,CAMDEN,1
472,CAMPBELL,1
473,CATHERINE,1
474,DEMOPOLIS,1
475,DIXONS MILLS,1
476,FAUNSDALE,1
477,FORKLAND,1
478,GALLION,1
479,GREENSBORO,1
480,LINDEN,1
481,JONES,1
482,MAPLESVILLE,1
483,LOWER PEACH TREE,1
484,BURKVILLE,1
485,MAGNOLIA,1
486,MARION,1
487,PLANTERSVILLE,1
488,MARION JUNCTION,1
489,BOYS RANCH,1
490,MYRTLEWOOD,1
491,NEWBERN,1
492,ORRVILLE,1
493,PINE APPLE,1
494,PINE HILL,1
495,SAFFORD,1
496,SARDIS,1
497,SAWYERVILLE,1
498,SPROTT,1
499,SWEET WATER,1
500,THOMASTON,1
501,THOMASVILLE,1
502,BENTON,1
503,UNIONTOWN,1
504,STANTON,1
505,RANDOLPH,1
506,LAWLEY,1
507,OPELIKA,1
508,AUBURN,1
509,CAMP HILL,1
510,CUSSETA,1
511,DADEVILLE,1
512,VALLEY,1
513,FIVE POINTS,1
514,FORT MITCHELL,1
515,HATCHECHUBBEE,1
516,HURTSBORO,1
517,JACKSONS GAP,1
518,LAFAYETTE,1
519,LANETT,1
520,NOTASULGA,1
521,PHENIX CITY,1
522,PITTSVIEW,1
523,SALEM,1
524,SEALE,1
525,SMITHS,1
526,WAVERLY,1
527,BELLAMY,1
528,BUTLER,1
529,CUBA,1
530,GILBERTOWN,1
531,JACHIN,1
532,LISMAN,1
533,NEEDHAM,1
534,PENNINGTON,1
535,SILAS,1
536,TOXEY,1
537,WARD,1
538,YORK,1
539,ANCHORAGE,2
540,FORT RICHARDSON,2
541,ELMENDORF AFB,2
542,INDIAN,2
